Customer_ID,Name,Segment
317,Grant Thornton,Corporate
318,Michael Chen,Consumer
319,Ralph Arnett,Consumer
320,Naresj Patel,Consumer
321,Alan Barnes,Consumer
322,Jesus Ocampo,Home Office
323,Dorris liebe,Corporate
324,Alejandro Savely,Corporate
325,Jay Kimmel,Consumer
326,Brad Norvell,Corporate
327,David Philippe,Consumer
328,Tracy Hopkins,Home Office
329,Arthur Prichep,Consumer
330,Roland Schwarz,Corporate
331,Dorris liebe,Corporate
332,Seth Vernon,Consumer
333,Kelly Collister,Consumer
334,Christine Kargatis,Home Office
335,Ross DeVincentis,Home Office
336,Michael Paige,Corporate
337,Mathew Reese,Home Office
338,Steve Chapman,Corporate
339,Jay Fein,Consumer
340,Emily Grady,Consumer
341,Darrin Sayre,Home Office
342,Gary Zandusky,Consumer
343,Phillina Ober,Home Office
344,Sung Shariari,Consumer
345,Maya Herman,Corporate
346,Peter Bühler,Consumer
347,Roland Fjeld,Consumer
348,Yoseph Carroll,Corporate
349,Melanie Seite,Consumer
350,Nona Balk,Corporate
351,Debra Catini,Consumer
352,Christine Phan,Corporate
353,Barry Französisch,Corporate
354,Andrew Roberts,Consumer
355,Julie Creighton,Corporate
356,Lisa Hazard,Consumer
357,Chris Selesnick,Corporate
358,Anthony Johnson,Corporate
359,Laurel Elliston,Consumer
360,Benjamin Venier,Corporate
361,Dan Lawera,Consumer
362,Nick Zandusky,Home Office
363,Bryan Mills,Consumer
364,Erin Ashbrook,Corporate
365,Clay Ludtke,Consumer
366,Liz Thompson,Consumer
367,Sue Ann Reed,Consumer
368,Joe Kamberova,Consumer
369,Erica Smith,Consumer
370,Rick Hansen,Consumer
371,David Bremer,Corporate
372,Carlos Daly,Consumer
373,Helen Wasserman,Corporate
374,Helen Wasserman,Corporate
375,Mike Caudle,Corporate
376,Gary McGarr,Consumer
377,Russell Applegate,Consumer
378,Allen Armold,Consumer
379,Zuschuss Carroll,Consumer
380,Pauline Johnson,Consumer
381,Bart Watters,Corporate
382,Dean Braden,Consumer
383,Cynthia Arntzen,Consumer
384,Toby Ritter,Consumer
385,Patrick Gardner,Consumer
386,Greg Tran,Consumer
387,Joel Eaton,Consumer
388,Jennifer Braxton,Corporate
389,Lisa Hazard,Consumer
390,James Lanier,Home Office
391,Ed Braxton,Corporate
392,Brian Moss,Corporate
393,Eudokia Martin,Corporate
394,Art Foster,Consumer
395,Guy Armstrong,Consumer
396,Cyma Kinney,Corporate
397,Dave Poirier,Corporate
398,Valerie Dominguez,Consumer
399,Greg Tran,Consumer
400,Berenike Kampe,Consumer
401,Sanjit Jacobs,Home Office
402,Chuck Magee,Consumer
403,Anthony Johnson,Corporate
404,Anthony Jacobs,Corporate
405,Linda Southworth,Corporate
406,Guy Phonely,Corporate
407,Paul Knutson,Home Office
408,Tracy Blumstein,Consumer
409,Sally Matthias,Consumer
410,Guy Armstrong,Consumer
411,Chuck Clark,Home Office
412,Anthony Garverick,Home Office
413,Harold Pawlan,Home Office
414,Dave Kipp,Consumer
415,Gary Zandusky,Consumer
416,Peter McVee,Home Office
417,Lauren Leatherbury,Consumer
418,Jill Stevenson,Corporate
419,Olvera Toch,Consumer
420,Ed Ludwig,Home Office
421,Cyma Kinney,Corporate
422,Jeremy Ellison,Consumer
423,Tracy Hopkins,Home Office
424,Pamela Coakley,Corporate
425,Hunter Lopez,Consumer
426,Maribeth Schnelling,Consumer
427,George Bell,Corporate
428,Justin Ritter,Corporate
429,Tamara Dahlen,Consumer
430,Dave Brooks,Consumer
431,Logan Currie,Consumer
432,Patrick O'Donnell,Consumer
433,Bill Eplett,Home Office
434,Sample Company A,Home Office
435,Brian Moss,Corporate
436,Kelly Lampkin,Corporate
437,Rob Williams,Corporate
438,Roy Collins,Consumer
439,Sanjit Engle,Consumer
440,Adam Hart,Corporate
441,Jessica Myrick,Consumer
442,Joel Jenkins,Home Office
443,Alan Barnes,Consumer
444,Ralph Kennedy,Consumer
445,Catherine Glotzbach,Home Office
446,Ruben Ausman,Corporate
447,Rachel Payne,Corporate
448,Karen Carlisle,Corporate
449,Rob Williams,Corporate
450,John Lucas,Consumer
451,Cynthia Arntzen,Consumer
452,Ross Baird,Home Office
453,Katherine Hughes,Consumer
454,Greg Hansen,Consumer
455,Scott Williamson,Consumer
456,Joseph Airdo,Consumer
457,Daniel Lacy,Consumer
458,Lindsay Williams,Corporate
459,Thomas Brumley,Home Office
460,Cynthia Voltz,Corporate
461,Maribeth Schnelling,Consumer
462,Bryan Spruell,Home Office
463,Delfina Latchford,Consumer
464,Phillina Ober,Home Office
465,Tamara Dahlen,Consumer
466,Bart Watters,Corporate
467,Robert Waldorf,Consumer
468,Ken Brennan,Corporate
469,Emily Burns,Consumer
470,Tracy Zic,Consumer
471,Ann Steele,Home Office
472,Toby Swindell,Consumer
473,John Grady,Corporate
474,Sara Luxemburg,Home Office
475,Troy Staebel,Consumer
476,Roland Fjeld,Consumer
477,Mitch Willingham,Corporate
478,Rob Dowd,Consumer
479,Frank Merwin,Home Office
480,Rick Hansen,Consumer
481,Ryan Akin,Consumer
482,Joe Kamberova,Consumer
483,Meg Tillman,Consumer
484,Patrick O'Brill,Consumer
485,Annie Thurman,Consumer
486,Vivek Gonzalez,Consumer
487,Philip Fox,Consumer
488,John Stevenson,Consumer
489,Meg O'Connel,Home Office
490,Kalyca Meade,Corporate
491,Greg Tran,Consumer
492,Philip Brown,Consumer
493,Hallie Redmond,Home Office
494,Deanra Eno,Home Office
495,Laura Armstrong,Corporate
496,Allen Goldenen,Consumer
497,Ed Ludwig,Home Office
498,Jennifer Jackson,Consumer
499,Jennifer Halladay,Consumer
500,Robert Dilbeck,Home Office
501,Mary O'Rourke,Consumer
502,Noel Staavos,Corporate
503,Steve Nguyen,Home Office
504,Zuschuss Carroll,Consumer
505,Lena Creighton,Consumer
506,Deirdre Greer,Corporate
507,Nicole Fjeld,Home Office
508,Ben Peterman,Corporate
509,Matthew Grinstein,Home Office
510,Julia Dunbar,Consumer
511,Theresa Swint,Corporate
512,Brian DeCherney,Consumer
513,Charles McCrossin,Consumer
514,Ross Baird,Home Office
515,Skye Norling,Home Office
516,Erica Hernandez,Home Office
517,Frank Olsen,Consumer
518,Maurice Satty,Consumer
519,Chad Cunningham,Home Office
520,Don Weiss,Consumer
521,Bill Tyler,Corporate
522,Karen Daniels,Consumer
523,Lena Cacioppo,Consumer
524,Craig Yedwab,Corporate
525,Lindsay Williams,Corporate
526,Naresj Patel,Consumer
527,Brad Thomas,Home Office
528,Penelope Sewall,Home Office
529,Noel Staavos,Corporate
530,Paul Van Hugh,Home Office
531,Resi Pölking,Consumer
532,Neoma Murray,Consumer
533,Eric Hoffmann,Consumer
534,Russell Applegate,Consumer
535,Dionis Lloyd,Corporate
536,Christine Sundaresam,Consumer
537,Hunter Lopez,Consumer
538,Pete Armstrong,Home Office
539,Brian Dahlen,Consumer
540,Greg Guthrie,Corporate
541,Joni Sundaresam,Home Office
542,Lena Radford,Consumer
543,Frank Hawley,Corporate
544,Arthur Prichep,Consumer
545,Nat Carroll,Consumer
546,Claudia Bergmann,Corporate
547,Kelly Lampkin,Corporate
548,Penelope Sewall,Home Office
549,George Bell,Corporate
550,Alex Avila,Consumer
551,Larry Tron,Consumer
552,Anne Pryor,Home Office
553,Paul MacIntyre,Consumer
554,Kelly Collister,Consumer
555,Delfina Latchford,Consumer
556,Scott Williamson,Consumer
557,Allen Armold,Consumer
558,Liz Thompson,Consumer
559,Dave Poirier,Corporate
560,Adam Bellavance,Home Office
561,Alyssa Tate,Home Office
562,Joel Eaton,Consumer
563,Cathy Armstrong,Home Office
564,Dave Brooks,Consumer
565,Rob Beeghly,Consumer
566,Harold Ryan,Corporate
567,Bradley Talbott,Home Office
568,Nat Gilpin,Corporate
569,Zuschuss Carroll,Consumer
570,Linda Southworth,Corporate
571,Larry Hughes,Consumer
572,Steven Ward,Corporate
573,Stefania Perrino,Corporate
574,Ben Ferrer,Home Office
575,Becky Martin,Consumer
576,Zuschuss Carroll,Consumer
577,Kean Thornton,Consumer
578,Brooke Gillingham,Corporate
579,Patrick Gardner,Consumer
580,Greg Matthias,Consumer
581,Meg O'Connel,Home Office
582,Patrick Gardner,Consumer
583,Eva Jacobs,Consumer
584,Nora Preis,Consumer
585,Doug Jacobs,Consumer
586,Irene Maddox,Consumer
587,Mick Hernandez,Home Office
588,Ross Baird,Home Office
589,Jocasta Rupert,Consumer
590,Suzanne McNair,Corporate
591,Christine Sundaresam,Consumer
592,Chris Cortes,Consumer
593,Phillip Flathmann,Consumer
594,Julie Creighton,Corporate
595,Brooke Gillingham,Corporate
596,Dan Campbell,Consumer
597,Sibella Parks,Corporate
598,Maurice Satty,Consumer
599,Bryan Davis,Consumer
600,Karen Carlisle,Corporate
601,Toby Ritter,Consumer
602,Sue Ann Reed,Consumer
603,Katrina Willman,Consumer
604,Gene McClure,Consumer
605,Alan Dominguez,Home Office
606,Todd Boyes,Corporate
607,Chuck Clark,Home Office
608,Philip Fox,Consumer
609,Justin Hirsh,Consumer
610,Erica Bern,Corporate
611,Quincy Jones,Corporate
612,Alex Avila,Consumer
613,Logan Currie,Consumer
614,Tracy Collins,Home Office
615,Chuck Sachs,Consumer
616,Bryan Mills,Consumer
617,Roy Collins,Consumer
618,Fred McMath,Consumer
619,Pete Kriz,Consumer
620,Henry Goldwyn,Corporate
621,Helen Andreada,Consumer
622,Laurel Workman,Corporate
623,Matt Collins,Consumer
624,Liz Preis,Consumer
625,Evan Bailliet,Consumer
626,George Zrebassa,Corporate
627,Laurel Elliston,Consumer
628,Alan Dominguez,Home Office
629,Cathy Prescott,Corporate
630,Frank Gastineau,Home Office
631,Lisa DeCherney,Consumer
632,Alejandro Ballentine,Home Office
633,Michael Nguyen,Consumer
634,Harold Pawlan,Home Office
635,Jim Radford,Consumer
636,Jamie Frazer,Consumer
637,Chad McGuire,Consumer
638,Aaron Smayling,Corporate
639,Karl Braun,Consumer
640,Bradley Nguyen,Consumer
641,Beth Paige,Consumer
642,Aaron Smayling,Corporate
643,Lindsay Williams,Corporate
644,Dan Campbell,Consumer
645,Natalie DeCherney,Consumer
646,Larry Blacks,Consumer
647,Kean Takahito,Consumer
648,Harry Marie,Corporate
649,Ann Blume,Corporate
650,Sam Zeldin,Home Office
651,Jim Radford,Consumer
652,Michael Granlund,Home Office
653,Kunst Miller,Consumer
654,Christina Anderson,Consumer
655,Valerie Dominguez,Consumer
656,Julie Kriz,Home Office
657,Paul Prost,Home Office
658,Yana Sorensen,Corporate
659,Cyma Kinney,Corporate
660,Nat Carroll,Consumer
661,Katherine Murray,Home Office
662,Gary Mitchum,Home Office
663,Shirley Daniels,Home Office
664,Karen Daniels,Consumer
665,Adrian Barton,Consumer
666,Sam Zeldin,Home Office
667,Jonathan Doherty,Corporate
668,Helen Abelman,Consumer
669,Beth Thompson,Home Office
670,Stuart Van,Corporate
671,Rick Wilson,Corporate
672,Damala Kotsonis,Corporate
673,Liz Thompson,Consumer
674,Irene Maddox,Consumer
675,Frank Preis,Consumer
676,Shui Tom,Consumer
677,Joel Eaton,Consumer
678,Bill Donatelli,Consumer
679,Michael Moore,Consumer
680,Pauline Webber,Corporate
681,Shaun Chance,Corporate
682,Ken Lonsdale,Consumer
683,Shirley Daniels,Home Office
684,Theresa Swint,Corporate
685,Jennifer Braxton,Corporate
686,Thais Sissman,Consumer
687,Mark Cousins,Corporate
688,Maria Etezadi,Home Office
689,Shaun Chance,Corporate
690,Nicole Hansen,Corporate
691,Andrew Allen,Consumer
692,Logan Currie,Consumer
693,Mick Brown,Consumer
694,Linda Cazamias,Corporate
695,Keith Dawkins,Corporate
696,Maria Bertelson,Consumer
697,Tracy Hopkins,Home Office
698,Damala Kotsonis,Corporate
699,Odella Nelson,Corporate
700,Katherine Nockton,Corporate
701,Neoma Murray,Consumer
702,Nora Pelletier,Home Office
703,Catherine Glotzbach,Home Office
704,Cindy Stewart,Consumer
705,Katherine Ducich,Consumer
706,Mike Kennedy,Consumer
707,Don Weiss,Consumer
708,Christine Phan,Corporate
709,Maxwell Schwartz,Consumer
710,Corinna Mitchell,Home Office
711,Corey-Lock,Consumer
712,Dionis Lloyd,Corporate
713,Todd Sumrall,Corporate
714,Jane Waco,Corporate
715,Roy Französisch,Consumer
716,John Dryer,Consumer
717,Neil Knudson,Home Office
718,Nathan Gelder,Consumer
719,Alyssa Tate,Home Office
720,Pauline Chand,Home Office
721,Andy Reiter,Consumer
722,Cindy Stewart,Consumer
723,Lindsay Shagiari,Home Office
724,Jessica Myrick,Consumer
725,Nicole Hansen,Corporate
726,Russell Applegate,Consumer
727,Arianne Irving,Consumer
728,Michael Chen,Consumer
729,Tom Boeckenhauer,Consumer
730,Victoria Wilson,Corporate
731,Paul Lucas,Home Office
732,Gary Hwang,Consumer
733,Caroline Jumper,Consumer
734,Mike Caudle,Corporate
735,Benjamin Venier,Corporate
736,Jeremy Farry,Consumer
737,Ellis Ballard,Corporate
738,Mike Pelletier,Home Office
739,Jim Mitchum,Corporate
740,Carl Ludwig,Consumer
741,Chloris Kastensmidt,Consumer
742,Deborah Brumfield,Home Office
743,Pamela Coakley,Corporate
744,Victoria Brennan,Corporate
745,Emily Phan,Consumer
746,Maria Etezadi,Home Office
747,Ivan Gibson,Consumer
748,Joni Sundaresam,Home Office
749,Bobby Odegard,Consumer
750,Victoria Wilson,Corporate
751,Aimee Bixby,Consumer
752,Julia West,Consumer
753,Jeremy Ellison,Consumer
754,Edward Becker,Corporate
755,Paul Knutson,Home Office
756,Christopher Schild,Home Office
757,Sheri Gordon,Consumer
758,Charlotte Melton,Consumer
759,Clay Ludtke,Consumer
760,Jesus Ocampo,Home Office
761,Anthony Witt,Consumer
762,Dianna Vittorini,Consumer
763,Adam Hart,Corporate
764,Sanjit Chand,Consumer
765,Mick Crebagga,Consumer
766,Tonja Turnell,Home Office
767,Anne Pryor,Home Office
768,Dan Lawera,Consumer
769,Naresj Patel,Consumer
770,Vivek Grady,Corporate
771,Muhammed Yedwab,Corporate
772,Rick Duston,Consumer
773,Jeremy Farry,Consumer
774,Dennis Pardue,Home Office
775,Maribeth Dona,Consumer
776,Maribeth Yedwab,Corporate
777,Aimee Bixby,Consumer
778,George Bell,Corporate
779,Cynthia Arntzen,Consumer
780,Max Engle,Consumer
781,Jas O'Carroll,Consumer
782,Marina Lichtenstein,Corporate
783,Yana Sorensen,Corporate
784,Paul Lucas,Home Office
785,Julie Kriz,Home Office
786,Parhena Norris,Home Office
787,Jenna Caffey,Consumer
788,James Galang,Consumer
789,Philisse Overcash,Home Office
790,Marc Crier,Consumer
791,Alan Shonely,Consumer
792,Clay Ludtke,Consumer
793,Natalie Webber,Consumer
794,Toby Braunhardt,Consumer
795,Bill Stewart,Corporate
796,Fred Hopkins,Corporate
797,Valerie Mitchum,Home Office
798,Sarah Foster,Consumer
799,Hilary Holden,Corporate
800,Christina DeMoss,Consumer
801,Hunter Lopez,Consumer
802,Thea Hendricks,Consumer
803,Michelle Moray,Consumer
804,Quincy Jones,Corporate
805,Neola Schneider,Consumer
806,Michael Moore,Consumer
807,Rick Duston,Consumer
808,Robert Barroso,Corporate
809,Rob Dowd,Consumer
810,Shaun Weien,Consumer
811,Sylvia Foulston,Corporate
812,Eric Barreto,Consumer
813,Sean Braxton,Corporate
814,Pamela Stobb,Consumer
815,Claudia Bergmann,Corporate
816,Damala Kotsonis,Corporate
817,Anthony Witt,Consumer
818,Troy Staebel,Consumer
819,Herbert Flentye,Consumer
820,Henia Zydlo,Consumer
821,Alejandro Ballentine,Home Office
822,Phillina Ober,Home Office
823,Arthur Gainer,Consumer
824,Steven Cartwright,Consumer
825,Natalie DeCherney,Consumer
826,Cynthia Delaney,Home Office
827,Patrick Gardner,Consumer
828,Irene Maddox,Consumer
829,Jamie Kunitz,Consumer
830,Jeremy Pistek,Consumer
831,Michelle Moray,Consumer
832,Debra Catini,Consumer
833,John Lee,Consumer
834,Bradley Nguyen,Consumer
835,Katherine Ducich,Consumer
836,Jay Kimmel,Consumer
837,Filia McAdams,Corporate
838,Christina Anderson,Consumer
839,Keith Dawkins,Corporate
840,Logan Haushalter,Consumer
841,Anna Gayman,Consumer
842,David Bremer,Corporate
843,Emily Ducich,Home Office
844,Mick Crebagga,Consumer
845,Bryan Mills,Consumer
846,Erin Mull,Consumer
847,Dianna Arnett,Home Office
848,Meg O'Connel,Home Office
849,Joni Wasserman,Consumer
850,Victoria Wilson,Corporate
851,Tonja Turnell,Home Office
852,Sara Luxemburg,Home Office
853,Raymond Messe,Consumer
854,Mick Brown,Consumer
855,Arthur Gainer,Consumer
856,Max Ludwig,Home Office
857,Craig Carroll,Consumer
858,Stewart Carmichael,Corporate
859,Greg Guthrie,Corporate
860,Muhammed Yedwab,Corporate
861,Darren Powers,Consumer
862,Bryan Davis,Consumer
863,Claudia Bergmann,Corporate
864,Jim Epp,Corporate
865,Roy Phan,Corporate
866,Russell Applegate,Consumer
867,Resi Pölking,Consumer
868,Thomas Boland,Corporate
869,Brad Eason,Home Office
870,Mathew Reese,Home Office
871,Raymond Messe,Consumer
872,Jill Fjeld,Consumer
873,Adrian Shami,Home Office
874,Joseph Airdo,Consumer
875,Grace Kelly,Corporate
876,Phillip Breyer,Corporate
877,Heather Kirkland,Corporate
878,Frank Olsen,Consumer
879,Brian Thompson,Consumer
880,Stefania Perrino,Corporate
881,Lauren Leatherbury,Consumer
882,Matt Collins,Consumer
883,Janet Lee,Consumer
884,Erin Ashbrook,Corporate
885,Sue Ann Reed,Consumer
886,Cathy Hwang,Home Office
887,Neil Ducich,Corporate
888,Bruce Stewart,Consumer
889,Sara Luxemburg,Home Office
890,George Bell,Corporate
891,Aaron Smayling,Corporate
892,Raymond Messe,Consumer
893,Nicole Hansen,Corporate
894,Barbara Fisher,Corporate
895,Katharine Harms,Corporate
896,Frank Atkinson,Corporate
897,Giulietta Weimer,Consumer
898,Dianna Arnett,Home Office
